concept_name,concept_title,category,unit,min_value,max_value,description,omop_id,source,table_name,sub_var,val_var,unit_var,index_var,method,match_value,class,dict,typ,ref,clean,conversion,ricu,blended
phos,Phosphate,chemistry,mg/dL,0,40,phosphate,4017907,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50970,itm_itm,d_labitems,ts,ricu,0,none,,
plt,Platelet Count,hematology,K/uL,5,1200,platelet count,4267147,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51265,itm_itm,d_labitems,ts,ricu,0,none,,
po2,O2 Partial Pressure,blood gas,mmHg,40,600,O2 partial pressure,4094581,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50821,itm_itm,d_labitems,ts,ricu,0,none,,
pt,Prothrombine Time,hematology,sec,0,NA,prothrombine time,4245261,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51274,itm_itm,d_labitems,ts,ricu,0,none,,
ptt,Partial Thromboplastin Time,hematology,sec,0,NA,partial thromboplastin time,4175016,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51275,itm_itm,d_labitems,ts,ricu,0,none,,
rass,Richmond Agitation Sedation Scale,neurological,NA,-5,4,Richmond agitation sedation scale,36684829,miiv_demo_coh,chartevents,itemid,valuenum,valueuom,charttime,itemid,228096,itm_itm,d_items,ts,ricu,0,none,,
rbc,Red Blood Cell Count,hematology,m/uL,0,20,red blood cell count,4030871,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51279,itm_itm,d_labitems,ts,ricu,0,none,,
rdw,Erythrocyte Distribution Width,hematology,%,0,100,erythrocyte distribution width,4281085,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51277,itm_itm,d_labitems,ts,ricu,0,none,,
resp,Respiratory Rate,respiratory,insp/min,0,120,respiratory rate,4313591,miiv_demo_coh,chartevents,itemid,valuenum,valueuom,charttime,itemid,220210|224688|224689|224690,itm_itm,d_items,ts,ricu,0,none,,
sao2,Arterial Oxygen Saturation,respiratory,%,50,100,arterial oxygen saturation,40483579,miiv_demo_coh,chartevents,itemid,valuenum,valueuom,charttime,itemid,220227,itm_itm,d_items,ts,ricu,0,none,,
sao2,Arterial Oxygen Saturation,respiratory,%,50,100,arterial oxygen saturation,40483579,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50817,itm_itm,d_labitems,ts,ricu,0,none,,
sbp,Systolic Blood Pressure,vitals,mmHg,0,300,systolic blood pressure,4152194,miiv_demo_coh,chartevents,itemid,valuenum,valueuom,charttime,itemid,220050|220179,itm_itm,d_items,ts,ricu,0,none,,
spo2,Oxygen Saturation,respiratory,%,50,100,oxygen saturation,4196147,miiv_demo_coh,chartevents,itemid,valuenum,valueuom,charttime,itemid,220277|226253,itm_itm,d_items,ts,ricu,0,f_to_c,,
tco2,Totcal CO2,blood gas,mEq/L,5,60,totcal CO2,4193415,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50804,itm_itm,d_labitems,ts,ricu,0,none,,
temp,Temperature,vitals,C,32,42,temperature,4302666,miiv_demo_coh,chartevents,itemid,valuenum,valueuom,charttime,itemid,223762,itm_itm,d_items,ts,ricu,0,none,,
temp,Temperature,vitals,C,32,42,temperature,4302666,miiv_demo_coh,chartevents,itemid,valuenum,valueuom,charttime,itemid,223761|224027,itm_itm,d_items,ts,ricu,0,none,,
tnt,Troponin t,chemistry,ng/mL,0,NA,troponin t,4005525,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51003,itm_itm,d_labitems,ts,ricu,0,none,,
tri,Troponin I,chemistry,ng/mL,0,NA,troponin I,4007805,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51002,itm_itm,d_labitems,ts,ricu,0,none,,
urine,Urine Output,output,mL,0,2000,urine output,4264378,miiv_demo_coh,outputevents,itemid,value,valueuom,charttime,itemid,226557|226558|226559|226560|226561|226563|226564|226565|226566|226567|226584|227510,itm_itm,d_items,ts,ricu,0,none,,
vgcs,GCS Verbal,neurological,NA,1,5,GCS verbal,4084912,miiv_demo_coh,chartevents,itemid,valuenum,valueuom,charttime,itemid,223900,itm_itm,d_items,ts,ricu,0,none,,
wbc,White Blood Cell Count,hematology,K/uL,0,NA,white blood cell count,4298431,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51300|51301,itm_itm,d_labitems,ts,ricu,0,none,,
cl_bg,Chloride,blood gas,mEq/L,,,chloride,,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50806|52434,itm_itm,d_labitems,ts,mimic-me,0,none,check,
hbco,Carboxyhemoglobin,blood gas,,,,carboxyhemoglobin,,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50805,itm_itm,d_labitems,ts,me,0,none,,
